               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 134,            0.020958,           0.0052789,          0.00078509,             0.98526,             0.98542,             0.98859,             0.68529,            0.022874,           0.0038388,          0.00049999,            0.001222,            0.001222,            0.001222
                 135,            0.020539,           0.0054758,          0.00063958,             0.98037,              0.9912,             0.99016,             0.68106,             0.02301,           0.0038484,          0.00051216,            0.001156,            0.001156,            0.001156
                 136,            0.020267,           0.0054272,          0.00057231,             0.98394,             0.98413,             0.98896,             0.68125,            0.023225,           0.0038785,          0.00053488,             0.00109,             0.00109,             0.00109
                 137,            0.020461,           0.0052897,          0.00060894,             0.97386,             0.98982,             0.98893,             0.68459,            0.022914,           0.0038694,          0.00050289,            0.001024,            0.001024,            0.001024
                 138,            0.020218,           0.0051756,          0.00079263,             0.97978,             0.99096,             0.99048,              0.6854,            0.022955,           0.0038639,           0.0004623,            0.000958,            0.000958,            0.000958
                 139,            0.020275,           0.0050884,          0.00066906,             0.98587,             0.98271,             0.98836,             0.68266,            0.022952,           0.0038433,          0.00054186,            0.000892,            0.000892,            0.000892
                 140,            0.019752,           0.0051253,          0.00064477,             0.98632,             0.98843,             0.99055,             0.68065,            0.022902,            0.003865,          0.00046126,            0.000826,            0.000826,            0.000826
                 141,            0.019851,           0.0051911,          0.00065115,             0.98239,             0.98774,             0.98901,              0.6857,            0.022722,           0.0038761,          0.00044039,             0.00076,             0.00076,             0.00076
                 142,            0.019851,           0.0051592,          0.00046003,             0.98357,             0.98748,              0.9896,             0.68002,            0.022877,           0.0038826,          0.00043609,            0.000694,            0.000694,            0.000694
                 143,            0.019928,           0.0052258,          0.00061989,             0.98263,              0.9859,             0.99054,             0.68277,            0.022811,           0.0038791,             0.00046,            0.000628,            0.000628,            0.000628
                 144,            0.019209,           0.0051765,          0.00045122,              0.9815,             0.98672,             0.99001,             0.68303,            0.022865,           0.0038757,           0.0004831,            0.000562,            0.000562,            0.000562
                 145,              0.0195,            0.005104,          0.00050311,             0.98171,             0.98818,             0.99039,             0.68321,            0.022895,           0.0038676,          0.00044341,            0.000496,            0.000496,            0.000496
                 146,            0.019524,           0.0051122,          0.00050861,             0.98541,             0.98545,             0.98739,             0.68169,            0.022959,           0.0038708,          0.00041584,             0.00043,             0.00043,             0.00043
                 147,            0.018978,           0.0050176,          0.00052364,             0.98175,             0.98987,             0.98951,             0.68674,            0.022794,           0.0038532,           0.0004298,            0.000364,            0.000364,            0.000364
                 148,            0.019489,           0.0050645,          0.00046695,              0.9831,             0.98964,             0.98932,              0.6857,            0.022739,           0.0038505,          0.00042969,            0.000298,            0.000298,            0.000298
                 149,            0.019015,           0.0051513,           0.0005206,             0.98213,             0.99072,             0.98935,             0.68746,            0.022631,           0.0038528,          0.00041738,            0.000232,            0.000232,            0.000232
