               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  97,            0.022179,           0.0054655,          0.00079272,             0.98626,             0.98272,             0.99001,             0.67787,            0.024401,           0.0037453,          0.00058837,            0.003664,            0.003664,            0.003664
                  98,            0.022553,           0.0053379,          0.00067655,             0.98532,             0.98255,             0.98943,             0.67814,             0.02413,           0.0036835,          0.00072663,            0.003598,            0.003598,            0.003598
                  99,            0.022181,           0.0054449,          0.00076187,             0.98633,             0.98328,             0.98993,             0.68351,            0.023843,           0.0036722,          0.00053492,            0.003532,            0.003532,            0.003532
                 100,            0.021716,           0.0054219,          0.00059987,             0.98293,             0.98425,             0.98975,             0.68096,            0.024146,           0.0036904,          0.00065734,            0.003466,            0.003466,            0.003466
                 101,            0.022063,            0.005204,          0.00071991,             0.98699,             0.98169,             0.98924,             0.68336,            0.023837,           0.0036848,          0.00057383,              0.0034,              0.0034,              0.0034
                 102,            0.022085,           0.0053362,          0.00062256,             0.98602,             0.98608,             0.99058,             0.67684,            0.024112,           0.0036934,          0.00059984,            0.003334,            0.003334,            0.003334
                 103,            0.021886,            0.005211,          0.00066641,             0.98583,              0.9886,             0.98983,             0.68039,            0.024123,           0.0036585,           0.0005571,            0.003268,            0.003268,            0.003268
                 104,            0.021525,           0.0052333,          0.00056854,             0.97847,             0.98813,             0.98979,             0.68574,            0.023894,           0.0036807,          0.00054011,            0.003202,            0.003202,            0.003202
                 105,              0.0216,           0.0052066,          0.00060697,             0.97966,             0.98781,             0.98989,             0.68374,            0.023936,           0.0036889,          0.00051194,            0.003136,            0.003136,            0.003136
                 106,            0.021812,           0.0051764,          0.00065991,             0.98511,             0.98267,             0.99046,             0.68795,            0.023817,           0.0036791,          0.00054569,             0.00307,             0.00307,             0.00307
                 107,            0.021594,           0.0051786,          0.00058863,             0.98705,             0.98036,             0.98865,             0.68458,            0.023663,           0.0036589,           0.0005769,            0.003004,            0.003004,            0.003004
                 108,            0.021379,           0.0052536,          0.00049878,             0.98797,             0.98383,             0.98864,             0.68383,            0.023717,           0.0036774,          0.00057137,            0.002938,            0.002938,            0.002938
                 109,            0.021308,           0.0051471,          0.00063038,             0.98797,             0.98628,             0.98957,             0.67898,            0.024113,           0.0037088,          0.00053703,            0.002872,            0.002872,            0.002872
                 110,            0.021368,           0.0051994,          0.00066237,             0.97913,             0.98825,             0.98846,             0.68648,            0.023608,           0.0037068,          0.00047689,            0.002806,            0.002806,            0.002806
                 111,            0.020905,           0.0050194,          0.00063621,             0.98403,             0.98623,             0.98924,             0.69343,            0.023497,           0.0036888,          0.00048868,             0.00274,             0.00274,             0.00274
                 112,            0.021262,           0.0050431,          0.00052649,             0.98489,             0.97931,             0.98774,             0.69103,            0.023365,           0.0036767,          0.00051124,            0.002674,            0.002674,            0.002674
                 113,            0.020941,           0.0052258,          0.00064116,             0.98567,             0.98017,             0.98915,             0.69165,            0.023274,           0.0036539,           0.0004852,            0.002608,            0.002608,            0.002608
                 114,            0.021073,            0.005141,          0.00046818,             0.98275,             0.98825,             0.98882,             0.68407,             0.02356,           0.0036214,          0.00053405,            0.002542,            0.002542,            0.002542
                 115,            0.020824,           0.0051358,          0.00058909,             0.98443,             0.98439,             0.98852,             0.69247,            0.023274,           0.0036503,          0.00052492,            0.002476,            0.002476,            0.002476
                 116,            0.020991,           0.0050188,          0.00055399,             0.98579,             0.98151,             0.98825,             0.68567,            0.023406,            0.003689,          0.00057764,             0.00241,             0.00241,             0.00241
                 117,            0.020954,           0.0050205,          0.00053743,             0.98021,             0.98839,             0.98908,             0.68658,            0.023507,           0.0036932,          0.00057826,            0.002344,            0.002344,            0.002344
                 118,            0.020449,           0.0049414,          0.00054791,             0.98393,             0.99108,             0.98953,             0.68928,            0.023521,           0.0036744,          0.00053728,            0.002278,            0.002278,            0.002278
                 119,            0.020463,           0.0050092,          0.00039891,              0.9839,              0.9897,             0.98924,             0.69256,            0.023515,           0.0036723,          0.00051332,            0.002212,            0.002212,            0.002212
                 120,            0.020613,           0.0050372,          0.00042095,              0.9844,             0.98844,             0.98989,             0.69079,            0.023553,           0.0036996,          0.00049648,            0.002146,            0.002146,            0.002146
                 121,             0.02044,           0.0050482,          0.00038588,              0.9895,             0.98742,             0.99027,              0.6885,            0.023276,           0.0036549,          0.00048952,             0.00208,             0.00208,             0.00208
                 122,             0.02037,           0.0049708,          0.00042621,             0.98321,              0.9889,             0.98915,             0.69164,            0.023326,           0.0036642,          0.00050192,            0.002014,            0.002014,            0.002014
                 123,            0.020536,            0.005187,          0.00049157,             0.98338,             0.99109,             0.98985,              0.6949,            0.023059,           0.0036526,          0.00043918,            0.001948,            0.001948,            0.001948
                 124,            0.020117,           0.0051413,          0.00057486,             0.98258,              0.9874,              0.9898,             0.69285,            0.023287,           0.0036656,          0.00050903,            0.001882,            0.001882,            0.001882
                 125,            0.020356,           0.0051619,           0.0003949,             0.97974,             0.98842,             0.98993,             0.69362,            0.023391,            0.003646,          0.00049216,            0.001816,            0.001816,            0.001816
                 126,            0.020265,           0.0049044,          0.00050263,             0.98319,             0.98985,             0.99019,              0.6907,            0.023491,           0.0036913,          0.00045594,             0.00175,             0.00175,             0.00175
                 127,            0.020288,            0.005011,          0.00056733,             0.98778,             0.98402,             0.99022,             0.68529,            0.023623,           0.0036932,           0.0004832,            0.001684,            0.001684,            0.001684
                 128,            0.020007,           0.0048455,          0.00041245,             0.98342,             0.98917,             0.98941,             0.69136,             0.02335,            0.003711,          0.00044508,            0.001618,            0.001618,            0.001618
                 129,            0.019748,           0.0048286,          0.00042997,             0.98358,             0.99109,             0.98986,             0.69315,             0.02333,           0.0036548,           0.0004366,            0.001552,            0.001552,            0.001552
                 130,            0.019838,           0.0048725,          0.00038879,              0.9858,             0.99108,             0.98995,             0.69022,            0.023119,           0.0036371,          0.00042792,            0.001486,            0.001486,            0.001486
                 131,            0.019899,           0.0048358,          0.00043833,             0.98753,             0.98829,              0.9883,             0.68872,            0.023399,           0.0036435,          0.00042676,             0.00142,             0.00142,             0.00142
                 132,            0.019694,           0.0048151,          0.00039474,             0.98377,             0.99074,             0.98983,             0.69557,            0.023165,            0.003667,          0.00046071,            0.001354,            0.001354,            0.001354
                 133,            0.019516,           0.0049688,          0.00044081,             0.98633,             0.98994,             0.98966,             0.69489,             0.02314,           0.0036358,          0.00042865,            0.001288,            0.001288,            0.001288
                 134,            0.019511,           0.0049721,          0.00036018,             0.98374,             0.99085,             0.98903,             0.69354,            0.023019,           0.0036273,          0.00041299,            0.001222,            0.001222,            0.001222
                 135,            0.019433,           0.0048831,          0.00040479,             0.98559,             0.99011,             0.98952,             0.69291,            0.023225,           0.0036244,           0.0004198,            0.001156,            0.001156,            0.001156
                 136,            0.019403,           0.0046689,          0.00042192,             0.98682,             0.99106,             0.99052,             0.69974,            0.023074,           0.0036126,          0.00042691,             0.00109,             0.00109,             0.00109
                 137,            0.019538,           0.0048801,           0.0003648,             0.98604,             0.99127,              0.9898,             0.69385,             0.02307,           0.0036266,          0.00044358,            0.001024,            0.001024,            0.001024
                 138,            0.019143,           0.0048643,          0.00032862,             0.98779,             0.99069,             0.98959,             0.69507,            0.023131,           0.0036327,          0.00044953,            0.000958,            0.000958,            0.000958
                 139,            0.019306,           0.0046714,          0.00040424,             0.98665,             0.98963,             0.98988,             0.69704,            0.023107,           0.0036535,          0.00044296,            0.000892,            0.000892,            0.000892
                 140,            0.019515,           0.0048481,          0.00030772,             0.98605,             0.99108,             0.98996,             0.69506,            0.022984,            0.003649,          0.00044542,            0.000826,            0.000826,            0.000826
                 141,            0.019149,           0.0047521,          0.00035405,             0.98434,             0.99072,             0.99006,             0.69715,            0.022962,           0.0036355,          0.00041705,             0.00076,             0.00076,             0.00076
                 142,            0.019146,           0.0047028,           0.0002907,             0.98405,             0.99155,              0.9904,             0.69744,            0.022966,           0.0036392,          0.00042689,            0.000694,            0.000694,            0.000694
                 143,            0.019075,           0.0048386,          0.00032078,             0.98427,             0.99126,             0.99041,             0.69754,            0.022933,            0.003632,          0.00042731,            0.000628,            0.000628,            0.000628
                 144,            0.018669,           0.0045783,          0.00029633,             0.98695,             0.98935,             0.99119,             0.69868,            0.023066,            0.003628,           0.0004318,            0.000562,            0.000562,            0.000562
                 145,            0.019006,            0.004915,           0.0004048,             0.98639,             0.98992,             0.99009,             0.69882,            0.022979,           0.0036341,          0.00045578,            0.000496,            0.000496,            0.000496
                 146,            0.019033,           0.0047407,          0.00034269,             0.98419,             0.99015,             0.99015,             0.70001,            0.023017,           0.0036234,          0.00044684,             0.00043,             0.00043,             0.00043
                 147,            0.018426,           0.0046997,          0.00029091,             0.98666,             0.98987,             0.99038,             0.69852,             0.02307,           0.0036121,          0.00041357,            0.000364,            0.000364,            0.000364
                 148,            0.018523,           0.0047747,          0.00029508,             0.98615,             0.98969,             0.99117,             0.69902,            0.022942,           0.0036122,          0.00041444,            0.000298,            0.000298,            0.000298
                 149,            0.018625,           0.0046716,          0.00028523,             0.98627,             0.98968,             0.99003,             0.69964,            0.022953,           0.0036156,          0.00041977,            0.000232,            0.000232,            0.000232
